Date,Flow_Rate,Precipitation
4/01/2014 6:00,742.0290767,0
4/01/2014 7:00,720.8343458,0
4/01/2014 8:00,699.7942333,0
4/01/2014 9:00,681.4336842,0
4/01/2014 10:00,662.5884639,0.17342568
4/01/2014 11:00,643.2713367,0.697992218
4/01/2014 12:00,631.2982916,0.486796693
4/01/2014 13:00,602.74299,2.060437808
4/01/2014 14:00,579.1351505,1.309228013
4/01/2014 15:00,572.168113,1.206241199
4/01/2014 16:00,556.4892257,0
4/01/2014 17:00,544.0912014,0
4/01/2014 18:00,518.7432877,0
4/01/2014 19:00,503.990523,0
4/01/2014 20:00,502.0872251,0
4/01/2014 21:00,487.7444459,0
4/01/2014 22:00,479.884341,0
4/01/2014 23:00,470.2341025,0
5/01/2014 0:00,460.5753414,0
5/01/2014 1:00,452.6677516,0
5/01/2014 2:00,442.1983808,0
5/01/2014 3:00,432.581109,0
5/01/2014 4:00,426.364849,0
5/01/2014 5:00,425.5906148,0
5/01/2014 6:00,417.0208697,0
5/01/2014 7:00,413.4605382,0
5/01/2014 8:00,419.7978323,0
5/01/2014 9:00,406.9864352,0
5/01/2014 10:00,404.0128607,0
5/01/2014 11:00,401.5119145,0
5/01/2014 12:00,399.6709906,0
5/01/2014 13:00,402.8640577,0
5/01/2014 14:00,399.3096338,0
5/01/2014 15:00,392.8171779,0
5/01/2014 16:00,390.6856565,0
5/01/2014 17:00,385.8651025,0
5/01/2014 18:00,384.1453224,0
5/01/2014 19:00,386.3043185,0
5/01/2014 20:00,389.846532,0
5/01/2014 21:00,390.6296052,0
5/01/2014 22:00,386.157648,0
5/01/2014 23:00,384.7849005,0
6/01/2014 0:00,387.2339078,0
6/01/2014 1:00,382.9426617,0
6/01/2014 2:00,378.0600534,0
6/01/2014 3:00,377.0890029,0
6/01/2014 4:00,376.2347196,3.195612459
6/01/2014 5:00,369.2848116,0
6/01/2014 6:00,367.5168191,0
6/01/2014 7:00,368.8541899,0
6/01/2014 8:00,360.9532812,0.98625361
6/01/2014 9:00,360.8567226,3.319038544
6/01/2014 10:00,361.1526857,0
6/01/2014 11:00,364.9031477,0
6/01/2014 12:00,362.0420603,0
6/01/2014 13:00,359.8213206,0
6/01/2014 14:00,356.3749984,0
6/01/2014 15:00,354.8205151,0
6/01/2014 16:00,349.8183564,0
6/01/2014 17:00,343.8366722,0
6/01/2014 18:00,334.1136088,0
6/01/2014 19:00,323.9538231,0.342398183
6/01/2014 20:00,315.3706949,0
6/01/2014 21:00,310.1692028,0
6/01/2014 22:00,296.1048734,0
6/01/2014 23:00,290.1047738,0
7/01/2014 0:00,302.2112728,0
7/01/2014 1:00,304.8897078,0
7/01/2014 2:00,303.6812261,0
7/01/2014 3:00,295.5478889,0
7/01/2014 4:00,292.6446841,0
7/01/2014 5:00,284.9338617,0
7/01/2014 6:00,278.7988611,0
7/01/2014 7:00,291.6686566,0
7/01/2014 8:00,294.0054044,0
7/01/2014 9:00,293.1975498,0
7/01/2014 10:00,292.1431384,0
7/01/2014 11:00,288.9153253,0
7/01/2014 12:00,287.5220533,0
7/01/2014 13:00,285.881714,0
7/01/2014 14:00,284.8338255,0
7/01/2014 15:00,281.3617828,0
7/01/2014 16:00,277.8326379,0.645600376
7/01/2014 17:00,276.3019242,0.56982704
7/01/2014 18:00,274.8208169,1.824442646
7/01/2014 19:00,272.4351176,0
7/01/2014 20:00,269.7769544,0
7/01/2014 21:00,267.7831791,0.593797595
7/01/2014 22:00,268.6784176,1.641836134
7/01/2014 23:00,272.8516012,6.297480315
8/01/2014 0:00,278.7092566,5.67764556
8/01/2014 1:00,286.8053575,0
8/01/2014 2:00,298.3031981,0
8/01/2014 3:00,304.8991426,0
8/01/2014 4:00,312.4588735,2.25423323
8/01/2014 5:00,317.5295159,0
8/01/2014 6:00,316.646278,0
8/01/2014 7:00,316.6522602,0
8/01/2014 8:00,323.9952319,0
8/01/2014 9:00,328.765029,0
8/01/2014 10:00,333.2127773,0
8/01/2014 11:00,354.1950922,0
8/01/2014 12:00,364.6614562,0
8/01/2014 13:00,364.5140219,0
8/01/2014 14:00,367.5155411,0
8/01/2014 15:00,362.2330578,0
8/01/2014 16:00,362.7583736,0
8/01/2014 17:00,362.9469952,0
8/01/2014 18:00,363.273441,0
8/01/2014 19:00,361.3747553,13.69395107
8/01/2014 20:00,365.2843284,1.71147706
8/01/2014 21:00,368.8595854,0.386004278
8/01/2014 22:00,375.6902231,0
8/01/2014 23:00,382.686919,0
9/01/2014 0:00,382.5193098,0
9/01/2014 1:00,382.106252,0
9/01/2014 2:00,378.4016852,0
9/01/2014 3:00,380.9329715,0
9/01/2014 4:00,376.7544063,0
9/01/2014 5:00,374.385701,0
9/01/2014 6:00,371.417318,0
9/01/2014 7:00,380.4947027,0
9/01/2014 8:00,378.8349393,0
9/01/2014 9:00,376.6607868,0
9/01/2014 10:00,365.4864195,0
9/01/2014 11:00,361.9954028,0
9/01/2014 12:00,357.5565312,0
9/01/2014 13:00,353.5038151,0
9/01/2014 14:00,348.3311364,0
9/01/2014 15:00,344.2446492,0
9/01/2014 16:00,336.1213571,0
9/01/2014 17:00,330.2564675,0
9/01/2014 18:00,325.8888912,0
9/01/2014 19:00,322.2022988,0
9/01/2014 20:00,319.7068938,0
9/01/2014 21:00,316.4691055,0
9/01/2014 22:00,308.7278725,0
9/01/2014 23:00,310.0812402,0
10/01/2014 0:00,306.7624302,0
10/01/2014 1:00,305.2850541,0.264525326
10/01/2014 2:00,302.2499674,2.32330407
10/01/2014 3:00,301.9475167,0.897126738
10/01/2014 4:00,297.6398845,0
10/01/2014 5:00,298.6303942,0
10/01/2014 6:00,294.0545411,0
10/01/2014 7:00,293.0724686,0
10/01/2014 8:00,287.8589577,0
10/01/2014 9:00,287.6104432,0
10/01/2014 10:00,287.2314639,0
10/01/2014 11:00,286.6379718,0
10/01/2014 12:00,287.7352972,0
10/01/2014 13:00,285.7174508,0
10/01/2014 14:00,283.0726171,0
10/01/2014 15:00,281.7373608,0
10/01/2014 16:00,279.7430134,0
10/01/2014 17:00,275.2310128,0
10/01/2014 18:00,272.9692296,0
10/01/2014 19:00,271.1659786,0
10/01/2014 20:00,272.764334,0
10/01/2014 21:00,271.2573761,0
10/01/2014 22:00,268.6389793,0
10/01/2014 23:00,268.2758235,0
11/01/2014 0:00,266.1212286,0
11/01/2014 1:00,264.4631036,0
11/01/2014 2:00,265.3910668,0
11/01/2014 3:00,265.0337628,0
11/01/2014 4:00,265.6346905,0
11/01/2014 5:00,264.3413424,0
11/01/2014 6:00,263.5762252,0
11/01/2014 7:00,263.4538563,0
11/01/2014 8:00,263.6564453,0
11/01/2014 9:00,263.9009554,0
11/01/2014 10:00,262.4116789,0
11/01/2014 11:00,260.3236258,0
11/01/2014 12:00,262.32842,0
11/01/2014 13:00,260.1668064,0.059561342
11/01/2014 14:00,259.3212163,0.208433863
11/01/2014 15:00,258.4838545,0.04465559
11/01/2014 16:00,257.1686908,0
11/01/2014 17:00,255.7004771,0
11/01/2014 18:00,254.7886908,0.081336038
11/01/2014 19:00,252.8918058,0
11/01/2014 20:00,251.9055429,0
11/01/2014 21:00,252.2208301,0
11/01/2014 22:00,252.5756076,0
11/01/2014 23:00,252.3787395,0
12/01/2014 0:00,248.5728736,0
12/01/2014 1:00,248.1415191,0
12/01/2014 2:00,246.0005491,0
12/01/2014 3:00,245.6090137,0
12/01/2014 4:00,245.8445115,0
12/01/2014 5:00,246.3081505,0
12/01/2014 6:00,245.9211903,0
12/01/2014 7:00,245.0642973,0
12/01/2014 8:00,245.1813256,0
12/01/2014 9:00,244.797853,0
12/01/2014 10:00,243.3207777,0
12/01/2014 11:00,243.3589026,0
12/01/2014 12:00,243.5158246,0
12/01/2014 13:00,242.241327,0
12/01/2014 14:00,241.7395369,0.258361048
12/01/2014 15:00,242.1234905,0.129180524
12/01/2014 16:00,240.3943984,0
12/01/2014 17:00,241.3209192,0
12/01/2014 18:00,242.895263,0
12/01/2014 19:00,244.4064196,0
12/01/2014 20:00,251.7130246,0
12/01/2014 21:00,257.4108189,0
12/01/2014 22:00,261.1277521,2.569846809
12/01/2014 23:00,271.2239212,4.689750262
13/01/2014 0:00,293.77956,1.915616333
13/01/2014 1:00,363.458739,0
13/01/2014 2:00,464.2146663,0.954848714
13/01/2014 3:00,536.6059601,1.713178703
13/01/2014 4:00,555.8383122,0
13/01/2014 5:00,538.8189873,0
13/01/2014 6:00,523.7339806,0
13/01/2014 7:00,499.2288211,6.565967109
13/01/2014 8:00,476.0581987,3.765514819
13/01/2014 9:00,471.1023437,10.49620192
13/01/2014 10:00,459.6660008,0
13/01/2014 11:00,446.7463388,0
13/01/2014 12:00,435.2351667,0
13/01/2014 13:00,420.6313634,0
13/01/2014 14:00,411.9899704,0
13/01/2014 15:00,401.0559217,0.095478063
13/01/2014 16:00,401.0600476,0
13/01/2014 17:00,400.5082408,0
13/01/2014 18:00,391.6192653,0
13/01/2014 19:00,386.499459,0
13/01/2014 20:00,381.0881351,0
13/01/2014 21:00,375.2156826,0
13/01/2014 22:00,365.5417445,0
13/01/2014 23:00,358.4067069,0
14/01/2014 0:00,352.4768142,0
14/01/2014 1:00,350.5228921,0
14/01/2014 2:00,343.9659807,0
14/01/2014 3:00,338.9503121,0
14/01/2014 4:00,338.0800478,0
14/01/2014 5:00,336.3908429,0
14/01/2014 6:00,331.93364,0
14/01/2014 7:00,332.5223061,0
14/01/2014 8:00,329.6599261,0
14/01/2014 9:00,326.1508123,0
14/01/2014 10:00,323.2747014,0
14/01/2014 11:00,318.7312128,0
14/01/2014 12:00,317.5788181,0
14/01/2014 13:00,312.5407791,0
14/01/2014 14:00,309.205636,0
14/01/2014 15:00,308.3344583,0
14/01/2014 16:00,304.2502098,0
14/01/2014 17:00,294.2325953,0
14/01/2014 18:00,286.3081745,0
14/01/2014 19:00,281.1149919,0
14/01/2014 20:00,276.9629949,0
14/01/2014 21:00,277.2111309,0
14/01/2014 22:00,275.3536102,0
14/01/2014 23:00,272.3541887,0
15/01/2014 0:00,272.762813,0
15/01/2014 1:00,269.7430407,0
15/01/2014 2:00,268.4810225,0
15/01/2014 3:00,268.4747895,0
15/01/2014 4:00,266.3247552,0
15/01/2014 5:00,267.0541318,0
15/01/2014 6:00,264.3442045,0
15/01/2014 7:00,263.9816563,0
15/01/2014 8:00,263.6181714,0
15/01/2014 9:00,260.6083839,0
15/01/2014 10:00,260.4825975,0
15/01/2014 11:00,258.9251535,0
15/01/2014 12:00,257.3676336,0
15/01/2014 13:00,257.9656515,0
15/01/2014 14:00,256.4138774,0
15/01/2014 15:00,253.7217275,0
15/01/2014 16:00,253.917027,0
15/01/2014 17:00,250.5285039,0
15/01/2014 18:00,250.137297,0
15/01/2014 19:00,249.5097069,0
15/01/2014 20:00,247.9892985,0
15/01/2014 21:00,248.6091772,0
15/01/2014 22:00,243.6330043,0
15/01/2014 23:00,242.4333919,0
16/01/2014 0:00,243.2170913,0
16/01/2014 1:00,240.7778466,0.917124969
16/01/2014 2:00,242.2426404,0.83613646
16/01/2014 3:00,245.1041912,0.575536513
16/01/2014 4:00,242.1260424,0
16/01/2014 5:00,241.9716725,0
16/01/2014 6:00,242.3210129,0
16/01/2014 7:00,242.7842487,0
16/01/2014 8:00,239.6637067,0
16/01/2014 9:00,231.4596722,0
16/01/2014 10:00,229.5684859,0
16/01/2014 11:00,229.83261,0
16/01/2014 12:00,230.1320588,0
16/01/2014 13:00,230.0559605,0
16/01/2014 14:00,229.9040159,0
16/01/2014 15:00,228.2178389,0
16/01/2014 16:00,229.2751678,0
16/01/2014 17:00,227.6958722,0
16/01/2014 18:00,224.4540848,0
16/01/2014 19:00,223.4908381,0
16/01/2014 20:00,228.2634807,0
16/01/2014 21:00,235.8423034,0
16/01/2014 22:00,239.7001392,0
16/01/2014 23:00,241.2032602,0
17/01/2014 0:00,249.5989787,0
17/01/2014 1:00,260.4207834,2.835707273
17/01/2014 2:00,266.4897045,3.466276918
17/01/2014 3:00,278.0044356,11.2153776
17/01/2014 4:00,286.6035377,0
17/01/2014 5:00,294.9890266,0
17/01/2014 6:00,302.2978377,0
17/01/2014 7:00,302.4210098,0
17/01/2014 8:00,300.8671642,0
17/01/2014 9:00,300.5203769,0
17/01/2014 10:00,297.5577173,0
17/01/2014 11:00,296.1496637,0
17/01/2014 12:00,293.3261369,0
17/01/2014 13:00,289.8065164,0
17/01/2014 14:00,287.9427521,0
17/01/2014 15:00,284.1197951,0
17/01/2014 16:00,279.2832354,0
17/01/2014 17:00,277.7058559,0
17/01/2014 18:00,276.7192712,0
17/01/2014 19:00,272.3178184,0
17/01/2014 20:00,267.2962356,0
17/01/2014 21:00,266.4078377,0
17/01/2014 22:00,264.4225756,0
17/01/2014 23:00,264.1835613,0
18/01/2014 0:00,260.9239475,0
18/01/2014 1:00,258.6464216,0
18/01/2014 2:00,259.4813527,0
18/01/2014 3:00,257.1721329,0
18/01/2014 4:00,256.613301,0
18/01/2014 5:00,257.0112119,0
18/01/2014 6:00,255.4216688,0
18/01/2014 7:00,255.3027436,0
18/01/2014 8:00,252.9349643,0
18/01/2014 9:00,251.5517015,0
18/01/2014 10:00,249.7054874,0
18/01/2014 11:00,249.2354777,0
18/01/2014 12:00,247.9465728,0
18/01/2014 13:00,248.4993813,0
18/01/2014 14:00,243.6359612,0
18/01/2014 15:00,244.211145,0
18/01/2014 16:00,240.8552335,0
18/01/2014 17:00,241.1673079,0
18/01/2014 18:00,239.3928651,0
18/01/2014 19:00,240.2010698,0
18/01/2014 20:00,238.3669982,0
18/01/2014 21:00,238.1326147,0
18/01/2014 22:00,236.0315405,0
18/01/2014 23:00,235.7648918,0
19/01/2014 0:00,235.5365703,0
19/01/2014 1:00,232.6920309,0
19/01/2014 2:00,230.5807018,0.213173975
19/01/2014 3:00,227.208978,0.106586987
19/01/2014 4:00,216.5996612,0
19/01/2014 5:00,217.1352326,0
19/01/2014 6:00,204.8717539,0
19/01/2014 7:00,211.3638618,0
19/01/2014 8:00,222.2784688,0
19/01/2014 9:00,220.2851033,0
19/01/2014 10:00,223.3081079,0
19/01/2014 11:00,226.6847413,0
19/01/2014 12:00,228.6677939,0
19/01/2014 13:00,228.3302203,0
19/01/2014 14:00,227.1026239,0
19/01/2014 15:00,226.6897848,0
19/01/2014 16:00,223.088942,0
19/01/2014 17:00,221.7203702,0
19/01/2014 18:00,222.0154059,0
19/01/2014 19:00,220.3240084,0
19/01/2014 20:00,219.8457626,0
19/01/2014 21:00,217.7548108,0
19/01/2014 22:00,216.9160913,1.293369569
19/01/2014 23:00,216.294901,0.452226785
20/01/2014 0:00,216.1860734,0
20/01/2014 1:00,215.6774135,1.865856932
20/01/2014 2:00,216.731899,1.665338525
20/01/2014 3:00,218.3022988,0
20/01/2014 4:00,217.354676,0.748766121
20/01/2014 5:00,217.4260357,1.17825286
20/01/2014 6:00,218.5239596,0
20/01/2014 7:00,220.0243355,1.495365053
20/01/2014 8:00,219.7672218,1.565961516
20/01/2014 9:00,221.2378901,2.424398204
20/01/2014 10:00,214.2344034,0
20/01/2014 11:00,213.2143124,0
20/01/2014 12:00,214.952584,0
20/01/2014 13:00,216.5887015,0.121248049
20/01/2014 14:00,218.2651832,0
20/01/2014 15:00,219.3274779,0
20/01/2014 16:00,219.4372375,0.145419486
20/01/2014 17:00,219.0727328,0.656333868
20/01/2014 18:00,218.4853324,0.351701106
20/01/2014 19:00,217.9007035,0
20/01/2014 20:00,217.5343089,0
20/01/2014 21:00,227.1150812,0
20/01/2014 22:00,230.6942439,0.06276802
20/01/2014 23:00,231.8228275,0.12553604
21/01/2014 0:00,232.3158282,0
21/01/2014 1:00,231.2231235,0
21/01/2014 2:00,231.1105148,0
21/01/2014 3:00,229.3058754,0
21/01/2014 4:00,230.8817146,0
21/01/2014 5:00,231.0707496,0
21/01/2014 6:00,230.1673075,0
21/01/2014 7:00,228.329943,0
21/01/2014 8:00,230.1296871,0
21/01/2014 9:00,228.2920956,0
21/01/2014 10:00,227.5832384,0.014314667
21/01/2014 11:00,227.8115328,0.028629334
21/01/2014 12:00,227.1370163,0
21/01/2014 13:00,227.3204515,0.101939273
21/01/2014 14:00,227.2458668,0.033548258
21/01/2014 15:00,226.983761,0
21/01/2014 16:00,226.2056154,0
21/01/2014 17:00,225.6441869,0
21/01/2014 18:00,225.3834684,0
21/01/2014 19:00,224.680184,0
21/01/2014 20:00,223.1587874,0
21/01/2014 21:00,221.7986598,0
21/01/2014 22:00,221.533657,0
21/01/2014 23:00,220.4663979,0
22/01/2014 0:00,220.6878323,0
22/01/2014 1:00,221.4983055,0
22/01/2014 2:00,222.4184119,0
22/01/2014 3:00,220.2085785,0
22/01/2014 4:00,218.9631746,0
22/01/2014 5:00,219.2179955,0
22/01/2014 6:00,218.6696759,0
22/01/2014 7:00,218.6707088,0
22/01/2014 8:00,218.7050782,0
22/01/2014 9:00,218.5991232,0
22/01/2014 10:00,216.8495926,0
22/01/2014 11:00,209.4723434,0
22/01/2014 12:00,207.1898186,0
22/01/2014 13:00,207.5117947,0
22/01/2014 14:00,204.9177581,0
22/01/2014 15:00,204.6737318,0
22/01/2014 16:00,203.3663675,0
22/01/2014 17:00,203.1178136,0
22/01/2014 18:00,200.8632318,0
22/01/2014 19:00,202.0586519,0
22/01/2014 20:00,199.7841013,0
22/01/2014 21:00,197.8635577,0
22/01/2014 22:00,198.4200338,0.040408842
22/01/2014 23:00,197.9673553,0.080817685
23/01/2014 0:00,197.8618996,0
23/01/2014 1:00,199.2597863,1.120832516
23/01/2014 2:00,199.848172,1.65780168
23/01/2014 3:00,201.1458053,1.971202204
23/01/2014 4:00,201.111382,5.260797683
23/01/2014 5:00,200.7982311,0.904493558
23/01/2014 6:00,200.1634592,0.452246779
23/01/2014 7:00,201.5680316,0
23/01/2014 8:00,203.2551532,0
23/01/2014 9:00,206.4074206,0
23/01/2014 10:00,210.2722289,0
23/01/2014 11:00,211.5938813,0
23/01/2014 12:00,213.986658,0
23/01/2014 13:00,213.581133,0
23/01/2014 14:00,211.5657016,0
23/01/2014 15:00,206.0483554,0
23/01/2014 16:00,207.3347026,0
23/01/2014 17:00,206.4044023,0
23/01/2014 18:00,205.8038012,0
23/01/2014 19:00,203.8895238,0
23/01/2014 20:00,202.8677269,0
23/01/2014 21:00,202.7618179,0
23/01/2014 22:00,199.8136232,0
23/01/2014 23:00,200.7594599,0
24/01/2014 0:00,200.8316239,3.82521213
24/01/2014 1:00,200.1637608,0
24/01/2014 2:00,202.5845745,0
24/01/2014 3:00,201.3207357,0
24/01/2014 4:00,201.7401217,0
24/01/2014 5:00,201.7761284,0
24/01/2014 6:00,202.3027047,0
24/01/2014 7:00,201.5322763,0
24/01/2014 8:00,201.8464074,0
24/01/2014 9:00,201.9163091,1.90308399
24/01/2014 10:00,202.5146728,0
24/01/2014 11:00,202.4441425,0
24/01/2014 12:00,201.0750991,0
24/01/2014 13:00,200.8990625,0
24/01/2014 14:00,200.0935071,0
24/01/2014 15:00,198.2795517,0
24/01/2014 16:00,195.1614546,0
24/01/2014 17:00,194.5377401,0
24/01/2014 18:00,195.4011373,0
24/01/2014 19:00,193.5778276,0
24/01/2014 20:00,193.1630145,0
24/01/2014 21:00,192.6468647,0
24/01/2014 22:00,191.9962351,0
24/01/2014 23:00,190.8670174,0
25/01/2014 0:00,191.4467204,0
25/01/2014 1:00,191.4022585,0
25/01/2014 2:00,191.0149246,0
25/01/2014 3:00,190.1871469,0.130682543
25/01/2014 4:00,190.0109612,0
25/01/2014 5:00,189.5890763,0
25/01/2014 6:00,189.7163017,0
25/01/2014 7:00,189.1975789,0
25/01/2014 8:00,190.6150545,0
25/01/2014 9:00,189.6846203,0
25/01/2014 10:00,188.6575722,0.703250756
25/01/2014 11:00,187.9383392,2.021031454
25/01/2014 12:00,189.0437515,2.285894938
25/01/2014 13:00,188.3968366,0
25/01/2014 14:00,187.1663722,0
25/01/2014 15:00,185.145636,0
25/01/2014 16:00,185.5000054,1.176725607
25/01/2014 17:00,184.6553134,1.575991046
25/01/2014 18:00,183.2115364,4.460426047
25/01/2014 19:00,182.7367913,0
25/01/2014 20:00,181.9319632,0
25/01/2014 21:00,180.7313803,0
25/01/2014 22:00,181.0855281,0
25/01/2014 23:00,181.6162054,0
26/01/2014 0:00,183.4532971,0
26/01/2014 1:00,182.2860274,0.825708848
26/01/2014 2:00,178.9107984,0
26/01/2014 3:00,178.0469388,0.415458169
26/01/2014 4:00,178.7586231,0
26/01/2014 5:00,178.1927624,0
26/01/2014 6:00,177.5939786,0
26/01/2014 7:00,177.9430239,0
26/01/2014 8:00,176.5970938,0
26/01/2014 9:00,176.6858682,0
26/01/2014 10:00,176.7743568,0
26/01/2014 11:00,177.7417558,0
26/01/2014 12:00,178.0251847,0
26/01/2014 13:00,178.567536,2.995649818
26/01/2014 14:00,179.375516,2.318986692
26/01/2014 15:00,181.2672863,1.278043375
26/01/2014 16:00,182.3104331,0.864971022
26/01/2014 17:00,185.8470077,3.593687434
26/01/2014 18:00,198.8366517,2.703352598
26/01/2014 19:00,230.2282501,0
26/01/2014 20:00,276.0542234,0
26/01/2014 21:00,328.0335654,0
26/01/2014 22:00,366.7910177,0
26/01/2014 23:00,387.6187128,0
27/01/2014 0:00,391.8305249,0
27/01/2014 1:00,395.6303771,0
27/01/2014 2:00,387.7276786,0
27/01/2014 3:00,379.1198035,0
27/01/2014 4:00,387.3329366,0.95780479
27/01/2014 5:00,367.4979867,3.864860628
27/01/2014 6:00,357.7895903,4.326658323
27/01/2014 7:00,352.9709803,0.419401826
27/01/2014 8:00,351.3782885,2.027608687
27/01/2014 9:00,349.8666349,1.6230779
27/01/2014 10:00,343.3794628,0
27/01/2014 11:00,333.234426,0
27/01/2014 12:00,324.5767619,0
27/01/2014 13:00,316.3082325,0
27/01/2014 14:00,306.4284756,0
27/01/2014 15:00,301.1399252,0
27/01/2014 16:00,295.4862356,0
27/01/2014 17:00,286.0969864,0
27/01/2014 18:00,281.4437797,0
27/01/2014 19:00,277.4874931,0
27/01/2014 20:00,271.9605268,0
27/01/2014 21:00,268.9125847,0
27/01/2014 22:00,265.1709754,0
27/01/2014 23:00,264.9681566,0
28/01/2014 0:00,262.0069496,0
28/01/2014 1:00,261.5649355,0
28/01/2014 2:00,260.5778949,0
28/01/2014 3:00,257.4134415,0
28/01/2014 4:00,253.1471063,0
28/01/2014 5:00,250.7939753,1.666181488
28/01/2014 6:00,249.8716349,0.833090744
28/01/2014 7:00,246.4737541,0
28/01/2014 8:00,245.2571862,0
28/01/2014 9:00,243.249391,0
28/01/2014 10:00,239.2708122,0
28/01/2014 11:00,238.331446,0
28/01/2014 12:00,236.6961634,0
28/01/2014 13:00,232.9127485,0
28/01/2014 14:00,232.5452809,0
28/01/2014 15:00,230.160776,0
28/01/2014 16:00,226.803055,0
28/01/2014 17:00,223.691109,0
28/01/2014 18:00,220.3515378,0
28/01/2014 19:00,220.1054808,0
28/01/2014 20:00,217.114922,0
28/01/2014 21:00,214.5335581,0
28/01/2014 22:00,213.3762219,0
28/01/2014 23:00,214.5076902,0
29/01/2014 0:00,213.8765818,0
29/01/2014 1:00,211.6697351,0
29/01/2014 2:00,212.4792574,0
29/01/2014 3:00,209.8302501,0
29/01/2014 4:00,209.2434062,0
29/01/2014 5:00,209.1793782,0
29/01/2014 6:00,208.0378072,0
29/01/2014 7:00,206.140804,0
29/01/2014 8:00,207.3880504,0
29/01/2014 9:00,205.0521899,0
29/01/2014 10:00,203.4752597,0
29/01/2014 11:00,203.3472094,0
29/01/2014 12:00,202.6657315,0
29/01/2014 13:00,201.7516205,0
29/01/2014 14:00,201.5851464,0
29/01/2014 15:00,201.386398,0
29/01/2014 16:00,198.8176477,0
29/01/2014 17:00,197.5435935,0
29/01/2014 18:00,196.1699599,0
29/01/2014 19:00,194.8734166,0
29/01/2014 20:00,194.9780497,0
29/01/2014 21:00,193.9856857,0
29/01/2014 22:00,195.0913817,0
29/01/2014 23:00,193.2988881,0
30/01/2014 0:00,191.9122202,0
30/01/2014 1:00,191.3255123,0
30/01/2014 2:00,191.856232,0
30/01/2014 3:00,190.2795383,0
30/01/2014 4:00,190.5835387,0
30/01/2014 5:00,190.6560379,0
30/01/2014 6:00,191.0880156,0
30/01/2014 7:00,190.4023236,0
30/01/2014 8:00,189.9838441,0
30/01/2014 9:00,191.3350115,0
30/01/2014 10:00,190.9775645,0
30/01/2014 11:00,190.5881683,0
30/01/2014 12:00,188.3638445,0
30/01/2014 13:00,188.4340233,0
